类别	原文	出处	不翻译原因
大宗搁置(界面/歌名/统计)	occupying	本体/MAIN/Key:208331a9 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	ocean	本体/MAIN/Key:4ebdd29c 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	OD'd	TBoGT/MARG1/Key:7f23653a 组:MARG1	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	oi	本体/MAIN/Key:3f7ad5ba 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	onlineradiorevolution	本体/EYESRCH/Key:9bbd9a4c 组:EYESRCH	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	orange	本体/MTUT/Key:6dde12ae 组:MTUT	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Organiser	本体/MAIN/Key:3ec296f9 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	organiserHelp	本体/MAIN/Key:3ec296f9 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	outdatedtastes	本体/EYESRCH/Key:ca70f79a 组:EYESRCH	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	outsourceforamerica	本体/EYESRCH/Key:d91372f2 组:EYESRCH	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Overall	本体/MAIN/Key:f803f6a2 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Overdrive	本体/MAIN/Key:fb8941cc 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	oversee	TBoGT/FRI1/Key:b68c79c0 组:FRI1	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Owl	本体/MAIN/Key:e76c1c27 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Pack	本体/MAIN/Key:924409ea 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PAPOOSE	本体/MAIN/Key:e8e6ef5a 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	parachutes	TBoGT/MAIN/Key:d5ab7a5a 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	parked	本体/MAIN/Key:61ad9b3f 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Parked	本体/MAIN/Key:f4c278b8 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	parties	本体/MAIN/Key:ea4d453e 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	passengers	本体/MTUT/Key:c05c5777 组:MTUT	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PECINOVSKY	本体/MAIN/Key:7b4c6788 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PhoneGirl	本体/MAIN/Key:c2b53629 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	phonepadHelp	本体/MAIN/Key:c755bdd1 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	phoneProfileHelp	本体/MAIN/Key:f80d6b7d 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Photo	本体/MAIN/Key:ce867e89 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PICKREL	本体/MAIN/Key:da672800 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	pictures	本体/MAIN/Key:f524f705 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	pill	本体/MAIN/Key:58dcd92e 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	pin	本体/MTUT/Key:320c9f7f 组:MTUT	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Ping	本体/MAIN/Key:9d1c80a7 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	pinktorpedo	本体/EYESRCH/Key:bfefe070 组:EYESRCH	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PIPEBOMBSA	TLAD/E1FCJ4A/Key:a327623d 组:E1FCJ4A	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Pirate	本体/MAIN/Key:a40a796f 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PISTOLA	TLAD/E1FCJ4A/Key:1be1c587 组:E1FCJ4A	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	piswasser	本体/EYESRCH/Key:7a19d575 组:EYESRCH	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	pitch	本体/MAIN/Key:d175dd5e 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	plague	本体/MAIN/Key:bf5f4ec7 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	plane	TBoGT/TONY11/Key:ae65383e 组:TONY11	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	playground	本体/MAIN/Key:f997e3d7 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	playmates	本体/MAIN/Key:f997e3d7 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PLAYTIME	本体/MAIN/Key:7cedbd55 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	pleasure	本体/MAIN/Key:cb1d79fd 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	plum	本体/MAIN/Key:38ddb08c 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	poker-in-the-rear	本体/EYESRCH/Key:d789130a 组:EYESRCH	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	politics	本体/MAIN/Key:f8ba76b5 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	porn	本体/MAIN/Key:cb908dce 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Position	本体/MAIN/Key:949d8b4d 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	POSITION	本体/MAIN/Key:1166164 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Presidents	本体/MAIN/Key:a3e0633a 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PRESTON	本体/MAIN/Key:a65caef 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Previon	本体/MAIN/Key:546da331 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	priest	本体/MAIN/Key:8d48d72d 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PrisonersKilled	TLAD/MAIN/Key:75435853 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PrisonersSaved	TLAD/MAIN/Key:840975df 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	private	本体/MPKPbAU/Key:14dfd831 组:MPKPbAU	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	privileges	本体/MAIN/Key:f78cef1f 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	profile	本体/MAIN/Key:7e735b2 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Profile	本体/MAIN/Key:f80d6b7d 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PROFILE	本体/MAIN/Key:18702740 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	prompts	本体/MAIN/Key:47115a47 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	proof	TLAD/MAIN/Key:4d9a3e5f 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Protection	TLAD/MAIN/Key:f26058cf 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	Prove	本体/MAIN/Key:b41148bf 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	provided	TBoGT/TONY11/Key:761f47b7 组:TONY11	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	pull	本体/MTUT/Key:320c9f7f 组:MTUT	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
大宗搁置(界面/歌名/统计)	PURCHASE	本体/MAIN/Key:64d7d374 组:MAIN	汉化组基底整段保留英文的大宗文本（界面/菜单/电台歌名/统计），经用户拍板"不用管"搁置；如需翻译需单独立项
